A103EZCS9H8WW1,B002BKTWL0,5.0
A104Y49ZQ4CYJ2,B0064KO0BU,5.0
A108P30XVUFKXY,B001EO5QW8,1.0
A10CF04CJZC05F,B00068PCTU,5.0
A10EHUTGNC4BGP,B001REEG6C,5.0
A10IFYN5U6X20R,B007TFONH0,5.0
A10RJEQN64ATXU,B000G6RYNE,5.0
A117ST5ZLY9YNK,B00068PCTU,5.0
A118XYLK4XA1F8,B003UIDAHY,5.0
A11AT9PG4CZ09P,B001CWZXIY,5.0
A11LJJL1SOH6W0,B000ER6YO0,4.0
A11N6Y2ELG1JJN,B002OHOC6A,1.0
A11NFERETUWA8Z,B005O072PC,1.0
A11QUNPSCNHY62,B002BCD2OG,4.0
A11S4NOJZGS28Q,B001FA1L7A,5.0
A11UPZ6LI1UJZY,B000ER6YO0,5.0
A11UZ02KXZ6K98,B001CWZXIY,5.0
A11V8XN8SUHPOV,B000Y2EJHY,5.0
A11VPI6WLMQ2ZQ,B000VKYKTG,5.0
A1286MWY9ZAMDN,B0018AMWES,1.0
A12NVPFJVS0EQW,B000I5DJVE,4.0
A12OF4IM7A8YS,B000G6RYNE,5.0
A12PTWD0SXFWLM,B001RVFDOO,5.0
A12T0F58OKHCIW,B001ELL6O8,1.0
A132DJVI37RB4X,B006F2NYI2,2.0
A133OLJFP564T1,B005151BV6,4.0
A137DV4YVGWDCR,B000O9Y62A,5.0
A139RTDNMU3WY5,B0087HW5E2,5.0
A13DPGTZRONDGA,B000UUYOPW,1.0
A13EBBWOMC0FUI,B000ER6YO0,5.0
A13G8CNY7VX57F,B0041CKRJC,5.0
A13HTFH4ZY0NCE,B0018DQFPC,5.0
A13KWQGEI9MHG0,B00473OV2E,5.0
A13LUJJPV36AC6,B006QFTT4Q,5.0
A13NNW7JKQDXX2,B001CWZXIY,5.0
A13SOXNMWXQVNU,B000G6RYNE,5.0
A13T1PODRCT8G1,B0041T6KT6,5.0
A13T2G4T8LR8XA,B001ELL6O8,5.0
A13VD7TJDWVOEC,B000G6RYNE,5.0
A1447CDAPZGLYV,B00469VSJI,1.0
A1465JH39KR5O5,B000G6RYNE,5.0
A14B8M117EUBLK,B000G6MBX2,5.0
A14HZ5EMD2WCG,B000G6RYNE,3.0
A14L15JM990MBP,B005O072PC,5.0
A14SOW889A4TAT,B000G6RYNE,1.0
A156LLD3VZJGC2,B002SRAU80,5.0
A157UWPD5TDS5H,B00283V4GQ,5.0
A15FF2P7RPKH6G,B002N2XXUC,5.0
A15KWUBMC2Y0MF,B001E6KBSK,5.0
A15NMAUKEZG3G1,B003UDSXU8,4.0
A15SCIHLW004UA,B0040WHJQM,3.0
A15U6JW86FB9OV,B000G6RYNE,5.0
A15UN7OK3WRFXE,B000G6MBX2,5.0
A15USNEAJUXOSH,B000G6RYNE,4.0
A15USNEAJUXOSH,B000G6RYNE,5.0
A15YB0DWQ815SY,B00068PCTU,5.0
A160JZXED5K7P1,B000E7WM0K,4.0
A166W2TPZLTNQA,B00845LR4G,3.0
A168EQQCGTOQJI,B001RVFDOO,5.0
A169B9KA8V4R1J,B001CWZXIY,5.0
A16O0S1QROXGJM,B005O072PC,4.0
A16Q0OV7CIPQC0,B000G6RYNE,5.0
A16S0NQ3MWJXFL,B000G6RYNE,5.0
A16UWS8G26PDN8,B0048IACB2,5.0
A16V3EN9C3K83W,B000VKYKTG,5.0
A16XFOYQSJREL7,B001EO5QW8,5.0
A16XMNOX8N0DOQ,B000ER6YO0,4.0
A16YA8CBBX9CTN,B001E6KBSK,2.0
A16YH487W9ZYO0,B000G6RYNE,4.0
A17DW6SUOC70DJ,B001EO5QW8,5.0
A17ESTP5T7T1PH,B002HQAXUW,1.0
A17PGKUKZB9XD,B001EPPE42,1.0
A17Q17AR5GN2SH,B000HDMUQ2,5.0
A17UR3NRLARXCH,B000G6RYNE,4.0
A17V3UVYMI69TE,B000G6RYNE,4.0
A1804Z5697O7SX,B001HTN94C,4.0
A1818NWEJP4RND,B0018AMWES,5.0
A181BEPNIVQWB1,B000G6MBX2,4.0
A1821RZMPRSJBH,B002G8N4ZW,5.0
A183EVXVRWRXXI,B001EO7GAI,5.0
A183KZ8DOY7EJ3,B001E6KBSK,5.0
A1891H0TIXLDXA,B0002XIB2Y,5.0
A18AAABCIJKC5Q,B0019CW0HE,5.0
A18CEGOR80OFT0,B001HTI226,4.0
A18CTETG5SJ3DP,B00283V4GQ,1.0
A18ECVX2RJ7HUE,B001GVISJM,4.0
A18GRF94T65X9Z,B001RVFDOO,5.0
A18MTD4DJ1BY2,B004134H9W,5.0
A18OUU4I29BU9F,B0018DQFPC,1.0
A18RVAXFLALN6E,B003YDP5PA,1.0
A18TQ3KJY1J015,B002BCD2OG,5.0
A18UFRQQ1MOP06,B004IF3TAQ,5.0
A18VDAH788BOAC,B000G6RYNE,1.0
A18VJ0WOQAIZYD,B001KUUNP6,5.0
A190F2M4WPMSNZ,B001RVFDOO,5.0
A194U71OZ5YTLH,B001RVFDOO,5.0
A197O1VYM9B8A3,B003XV5LHK,5.0
A198FU6P1BVUNZ,B002SRYRE8,5.0
A19AJYWSXCFYBY,B000LKZTSC,5.0
A19DSLQN7O8UF7,B002XG21MO,3.0
A19G8B2QYETD7W,B000G6RYNE,3.0
A19NGYCQ1NCF3W,B0028C44Z0,5.0
A19SDJ2TSSL8HI,B0040WAG7Q,3.0
A19U4T4I7UZGNM,B0030N5K1I,1.0
A19U4T4I7UZGNM,B0030N5K1I,1.0
A19XSO4JSFRSAE,B004IF3TAQ,2.0
A19Y7MSOR2J7XP,B000SEJ84M,5.0
A19YEVVAPRW51R,B000IXUISS,1.0
A1A0JJPS4JAZHI,B000UWSQT0,5.0
A1ABDQ02BCIGYQ,B000G6MBX2,2.0
A1AK335P17JXL0,B001L4ELRW,1.0
A1AL946PZ24084,B005CJVVJ8,3.0
A1AMCR6ISCN2Z6,B001EQ4DVQ,5.0
A1AQ2W2R4SOVGN,B000G6MBX2,1.0
A1AQPNFHTL0ZQH,B002KGN4LE,5.0
A1AVLKAXW55QQA,B000G6RYNE,4.0
A1AXXMJQ3NDIFK,B000G6RYNE,5.0
A1B05INWIDZ74O,B000G6RYNE,3.0
A1B05INWIDZ74O,B000G6RYNE,5.0
A1B1QMGK8VYG80,B000HDMUQ2,1.0
A1B40VHNFY129X,B0046HFHD8,3.0
A1BFNM27629VAV,B0019CW0HE,5.0
A1BMZEA51ZR6JD,B0006GWXYY,5.0
A1BPLP0BKERV,B004FD13RW,5.0
A1BPPXZZ5RTSS2,B001FA1L7A,5.0
A1BQGB0OQWIFF9,B000FAMUO4,5.0
A1BQK9Q5K8MHWM,B001RVFDOO,5.0
A1BRY47PU9CIX9,B00068PCTU,3.0
A1BX4EZ3UGX2HX,B001RVFDOO,3.0
A1BXG0K7UD9CTD,B000G6RYNE,1.0
A1C1Y0S6QPBM4W,B000VKYKTG,5.0
A1C3LSDRPLFZ62,B004DTNJU2,5.0
A1C5SHU81SRARN,B001EO5ZMO,5.0
A1C81NF8MDTTFL,B00283V4GQ,1.0
A1CHGU54HVTCWY,B00443YFCS,1.0
A1CLBQQ7A77FSI,B001E6KBSK,5.0
A1CMTRQCJFV8L3,B000G6RYNE,5.0
A1CR1DS15Z7XO1,B001SATU8E,4.0
A1CY94Z8YWQV12,B000SV90J8,5.0
A1CZX3CP8IKQIJ,B001GVISJM,5.0
A1D0P49A1MQO1O,B000G6MBX2,5.0
A1D0URD0AL237J,B003OB0IB8,5.0
A1D3F6UI1RTXO0,B006F2NYI2,5.0
A1D87F6ZCVE5NK,B00813GRG4,1.0
A1DAHZRJTX5X1Z,B001EO5ZMY,5.0
A1DIFTP02ERYNS,B00283V4GQ,3.0
A1DJ9FOEOA0WF1,B001FA1L7A,5.0
A1DJAAKLPCJRZD,B0019CW0HE,5.0
A1DLKICH5ZB2DA,B002OHOC6A,5.0
A1DMR4TXV10JBB,B000G6MBX2,5.0
A1DOBB5XZ1KMZ5,B000G6RYNE,5.0
A1DR8CFJKYFSPR,B00283V4GQ,5.0
A1DTDSL1J6C05F,B0029OWDAU,5.0
A1DW1FK1H3F2TM,B000G6RYNE,5.0
A1DYP6HZQ3AGZU,B003AO5DLO,5.0
A1E079MVIIMWOK,B004IF3TAQ,3.0
A1E09XGZUR78C6,B001EO5TPM,1.0
A1E2Y40TTPL8YK,B000G6RYNE,5.0
A1E7G56OX03JKO,B002JLT6QC,5.0
A1EB9417KLZ2TZ,B001EO7GAI,5.0
A1EC57S6C2VLTL,B0019CW0HE,5.0
A1ELZC3WXWILX2,B000G6RYNE,5.0
A1EMVE0E166IKY,B001RVFDOO,5.0
A1ER07TOX6RHSU,B002WJYCR4,5.0
A1ER584LJ4JX1X,B0028SWACS,5.0
A1ERHEVGUWLRBB,B000ER6YO0,1.0
A1ESDLEDR9Y0JX,B000ER6YO0,1.0
A1ESKQMRVT5AAR,B00068PCTU,3.0
A1EVDWA956XRJW,B002JLT6QC,4.0
A1F8ZVEP18FL45,B000KM7DVC,5.0
A1FAHUMEJO9S1K,B000G6RYNE,5.0
A1FD9E5C06UB6B,B0019CW0HE,3.0
A1FERORG6RB1ZP,B003XT4AV0,5.0
A1FJJQA34W0F4K,B002SRYRE8,5.0
A1FQ1WQDYAGU77,B0017SRF52,5.0
A1FXCNUVQ6FOMC,B000G6RYNE,5.0
A1G0VFQ9198IUF,B002NVPPHC,5.0
A1G51N43M000F7,B001GCVLXG,5.0
A1G5VT1IQI0WNQ,B001RVFDOO,4.0
A1GBZCL326K4GN,B000G6RYNE,5.0
A1GNP71EH4UL17,B00061NJ06,5.0
A1GUR2DMGWUIGL,B000JEHAHS,3.0
A1GV4HEM6XZC06,B000G6RYNE,5.0
A1H0W7S2H5HC04,B001E6KBSK,5.0
A1H2R3U6I562W,B001FA1MCO,5.0
A1H80WDFOR94Q5,B000G6RYNE,5.0
A1H957XU1S5WGV,B001CWZXIY,4.0
A1H9VU1FACOXLN,B000LKZK7C,5.0
A1HCR858WADMHD,B001RVFDOO,4.0
A1HDZQLR9Y5X2A,B001HTKS1Y,3.0
A1HFOD91VG9774,B0040WHJQM,3.0
A1HHS1SELWW6NY,B0007NG56I,5.0
A1HOXKR7OKJ1X1,B005151BV6,5.0
A1HPPPBBMZD78K,B0000VLH8S,5.0
A1HQV09XG1Z0YW,B002O3VHXU,4.0
A1I29JSIGJNWKH,B000G6RYNE,5.0
A1I4UIBK83VV1Q,B000WNJ73Q,5.0
A1I985U2CK6R97,B000HDMUQ2,1.0
A1IAM1NQF1CXL7,B001RVFDOO,5.0
A1IATV65IYNK96,B001EO7GAI,2.0
A1IQB5BF5VKT0H,B0025ULYKI,5.0
A1IRCA0BTW0LLD,B000G6MBX2,5.0
A1IRN1M05TPOVT,B000G6RYNE,5.0
A1IRN1M05TPOVT,B000G6RYNE,5.0
A1IU7S4HCK1XK0,B000NY8ODS,5.0
A1IVFBJA9KAI1M,B000G6RYNE,4.0
A1J2FKMZPW32HV,B001E6KBSK,5.0
A1J5HHOPXZ6UNF,B000G6RYNE,4.0
A1J7ZSFU0SO3D4,B003VTN95K,5.0
A1J87LOAYSMHO9,B00437JI8Q,5.0
A1JBB01LAK69LV,B000G6RYNE,4.0
A1JM25M2PSVPXE,B001ELL6O8,3.0
A1JNAVLBMYJHAZ,B001E6KBSK,5.0
A1JOEJLEL2KJE2,B001TZSDJK,2.0
A1JQOC5JHYKZYL,B00110GBII,5.0
A1JT114SOITFFO,B0093NIWVO,5.0
A1JYQTN8CN3CY2,B004S0AQHA,3.0
A1JYYNQVR86RTN,B005J4ZMR8,5.0
A1K0RZ927RFNYW,B00132EDUW,5.0
A1K0TEFCRCKU9B,B002N2XXUC,5.0
A1K37I9HWF3SAI,B000ITVLE2,3.0
A1K3CH8AIXM7DE,B00068PCTU,5.0
A1K4TZD6TPLKOC,B000ER6YO0,5.0
A1K7OUOZGT6EG3,B001LO4ZWI,5.0
A1KB35ZYR2Z9RL,B000ER6YO0,5.0
A1KBKZWEQ45BMH,B000JWEEB0,4.0
A1KBNKFKAWYV7L,B000G6MBX2,5.0
A1KFUVZ3BZ59R1,B006F2NYI2,5.0
A1KG9W0FX5STMR,B000UZMJZO,4.0
A1KL2LAW08X6UQ,B000E7VI7S,3.0
A1KLA02LZXAT46,B001HTL6CY,2.0
A1KM3ZVOY0PJ3C,B000E7WM0K,2.0
A1KQXO716WOOD6,B003YXWAF8,1.0
A1KTOS2XRCSCYE,B005O072PC,5.0
A1KTR92SDR33GZ,B000G6MBX2,4.0
A1KV2HEQG5N86S,B00068PCTU,5.0
A1KZ67VEU7CJQ3,B0067LDV66,5.0
A1KZUXE70GYNGO,B0041QJSJS,4.0
A1L17QW3R7A519,B000G6RYNE,5.0
A1L4RDILGM7D9E,B000LKZK7C,4.0
A1LA5T5SXLGFZQ,B000G6RYNE,5.0
A1LERBW69A3FDS,B000G6RYNE,3.0
